"list","ExpFiller","condition","workerid","competitor","correctAns","click1","click2","click3","click4","target","trial_order","trial_group","RT1","RT2","RT3","RT4","selection_correct","display"
"l1","Exp","never","10",1,"AOI2","1","1","1","2",2,25,"second_half",926,504,579,1209,1,2
"l1","Exp","never","50",1,"AOI2","2","2","2","2",2,16,"second_half",609,910,1314,490,1,2
"l1","Exp","never","31",1,"AOI2","1","1","2","2",2,7,"first_half",775,712,1336,712,1,2
"l1","Exp","never","44",1,"AOI2","2","2","2","2",2,32,"second_half",1515,927,1413,717,1,2
"l1","Exp","never","33",1,"AOI2","1","1","2","2",2,18,"second_half",1303,1342,1852,141,1,2
"l1","Exp","never","23",1,"AOI2","3","1","2","2",2,28,"second_half",1218,2516,1250,3751,1,2
"l1","Exp","never","17",1,"AOI2","1","1","2","2",2,10,"first_half",1731,1362,1644,758,1,2
"l1","Exp","never","22",1,"AOI2","1","1","2","2",2,6,"first_half",1179,1231,1394,893,1,2
"l1","Exp","never","5",1,"AOI2","1","1","2","2",2,14,"first_half",1184,1484,2159,890,1,2
"l1","Exp","never","46",1,"AOI2","1","1","2","2",2,25,"second_half",795,730,1043,294,1,2
"l1","Exp","never","39",1,"AOI2","1","1","2","2",2,9,"first_half",2023,1727,1673,604,1,2
"l1","Exp","rarely","44",2,"AOI1","2","2","1","1",1,25,"second_half",3788,1135,1250,674,1,1
"l1","Exp","rarely","5",2,"AOI1","1","1","1","1",1,9,"first_half",1114,1186,2647,959,1,1
"l1","Exp","rarely","39",2,"AOI1","1","1","1","1",1,11,"first_half",1126,726,1463,535,1,1
"l1","Exp","rarely","50",2,"AOI1","1","1","1","1",1,4,"first_half",1011,1058,1318,440,1,1
"l1","Exp","rarely","22",2,"AOI1","3","1","1","1",1,20,"second_half",964,1014,1664,765,1,1
"l1","Exp","rarely","17",2,"AOI1","1","1","1","1",1,30,"second_half",1584,1054,1603,752,1,1
"l1","Exp","rarely","10",2,"AOI1","1","1","1","1",1,13,"first_half",908,572,1670,642,1,1
"l1","Exp","rarely","31",2,"AOI1","1","1","1","1",1,10,"first_half",960,1160,2088,688,1,1
"l1","Exp","rarely","46",2,"AOI1","4","2","1","1",1,10,"first_half",1154,712,884,262,1,1
"l1","Exp","rarely","33",2,"AOI1","1","1","1","1",1,22,"second_half",2403,677,2266,806,1,1
"l1","Exp","rarely","23",2,"AOI1","4","2","1","1",1,11,"first_half",890,1259,1844,603,1,1
"l1","Exp","rarely","46",1,"AOI2","1","1","2","2",2,14,"first_half",696,977,1058,270,1,13
"l1","Exp","rarely","33",1,"AOI2","3","1","2","2",2,8,"first_half",1252,1387,2102,177,1,13
"l1","Exp","rarely","17",1,"AOI2","1","1","2","2",2,31,"second_half",2748,1255,1568,838,1,13
"l1","Exp","rarely","22",1,"AOI2","3","1","2","2",2,9,"first_half",940,2165,3368,859,1,13
"l1","Exp","rarely","23",1,"AOI2","4","1","2","2",2,18,"second_half",761,1224,1619,1097,1,13
"l1","Exp","rarely","10",1,"AOI2","1","1","2","2",2,31,"second_half",958,473,1068,347,1,13
"l1","Exp","rarely","50",1,"AOI2","2","2","2","2",2,15,"first_half",2346,787,1904,394,1,13
"l1","Exp","rarely","39",1,"AOI2","1","1","2","2",2,3,"first_half",1171,958,3057,933,1,13
"l1","Exp","rarely","44",1,"AOI2","2","2","2","2",2,5,"first_half",2789,901,1923,859,1,13
"l1","Exp","rarely","31",1,"AOI2","1","1","1","2",2,8,"first_half",1040,1144,1568,1688,1,13
"l1","Exp","rarely","5",1,"AOI2","3","1","2","2",2,11,"first_half",1376,1220,2184,816,1,13
"l1","Exp","usually","46",4,"AOI3","2","2","3","3",3,19,"second_half",599,1098,1418,343,1,14
"l1","Exp","usually","23",4,"AOI3","3","3","3","3",3,5,"first_half",1555,1200,1514,736,1,14
"l1","Exp","usually","39",4,"AOI3","3","3","3","3",3,20,"second_half",977,1680,71,2376,1,14
"l1","Exp","usually","44",4,"AOI3","4","4","3","3",3,16,"second_half",1424,1650,1750,876,1,14
"l1","Exp","usually","50",4,"AOI3","1","3","3","3",3,24,"second_half",641,1234,910,384,1,14
"l1","Exp","usually","33",4,"AOI3","2","3","3","3",3,29,"second_half",1048,26741,1919,161,1,14
"l1","Exp","usually","10",4,"AOI3","1","3","3","3",3,16,"second_half",728,879,1749,533,1,14
"l1","Exp","usually","22",4,"AOI3","2","4","3","3",3,13,"first_half",1042,1064,1597,679,1,14
"l1","Exp","usually","5",4,"AOI3","1","4","3","3",3,8,"first_half",1389,1329,1705,1117,1,14
"l1","Exp","usually","31",4,"AOI3","1","3","3","3",3,17,"second_half",832,1136,1216,632,1,14
"l1","Exp","usually","17",4,"AOI3","3","3","3","3",3,32,"second_half",1669,933,2003,779,1,14
"l1","Exp","rarely","23",3,"AOI4","1","3","4","4",4,12,"first_half",992,1181,891,622,1,15
"l1","Exp","rarely","39",3,"AOI4","3","3","4","4",4,28,"second_half",840,1297,1712,553,1,15
"l1","Exp","rarely","50",3,"AOI4","3","3","4","4",4,19,"second_half",834,730,1370,451,1,15
"l1","Exp","rarely","44",3,"AOI4","1","4","4","4",4,18,"second_half",1280,1124,1379,763,1,15
"l1","Exp","rarely","46",3,"AOI4","1","1","4","4",4,1,"first_half",995,799,2135,419,1,15
"l1","Exp","rarely","31",3,"AOI4","1","3","4","4",4,11,"first_half",736,1136,1864,768,1,15
"l1","Exp","rarely","10",3,"AOI4","4","4","4","4",4,23,"second_half",612,583,564,642,1,15
"l1","Exp","rarely","33",3,"AOI4","3","3","4","4",4,4,"first_half",2194,1265,2501,154,1,15
"l1","Exp","rarely","22",3,"AOI4","3","3","4","4",4,23,"second_half",1767,1355,1448,761,1,15
"l1","Exp","rarely","17",3,"AOI4","1","3","3","4",4,4,"first_half",133389,1446,2066,1799,1,15
"l1","Exp","always","31",4,"AOI3","1","3","3","3",3,29,"second_half",712,1424,1808,431,1,16
"l1","Exp","always","46",4,"AOI3","1","3","3","3",3,26,"second_half",668,785,962,484,1,16
"l1","Exp","always","10",4,"AOI3","1","3","4","3",3,10,"first_half",750,1028,1068,889,1,16
"l1","Exp","always","23",4,"AOI3","4","4","3","3",3,16,"second_half",1218,1088,1212,552,1,16
"l1","Exp","always","22",4,"AOI3","4","4","3","3",3,8,"first_half",1045,1090,1236,856,1,16
"l1","Exp","always","33",4,"AOI3","1","3","3","3",3,19,"second_half",1522,1053,1046,135,1,16
"l1","Exp","always","44",4,"AOI3","3","3","3","3",3,2,"first_half",2920,1043,1483,875,1,16
"l1","Exp","always","5",4,"AOI3","3","3","3","3",3,27,"second_half",1056,1243,1549,1492,1,16
"l1","Exp","always","39",4,"AOI3","1","3","3","3",3,31,"second_half",854,2337,1367,444,1,16
"l1","Exp","always","50",4,"AOI3","3","3","3","3",3,8,"first_half",815,742,1006,570,1,16
"l1","Exp","always","17",4,"AOI3","2","3","3","3",3,22,"second_half",1364,1742,1911,1199,1,16
"l1","Exp","always","39",2,"AOI1","1","1","1","1",1,30,"second_half",1065,712,1025,545,1,4
"l1","Exp","always","10",2,"AOI1","1","1","1","1",1,15,"first_half",1016,515,1363,494,1,4
"l1","Exp","always","33",2,"AOI1","1","1","1","1",1,14,"first_half",1628,903,1500,1206,1,4
"l1","Exp","always","22",2,"AOI1","4","1","1","1",1,25,"second_half",1080,1349,1563,790,1,4
"l1","Exp","always","5",2,"AOI1","3","1","1","1",1,31,"second_half",1083,1318,1910,1031,1,4
"l1","Exp","always","50",2,"AOI1","1","1","1","1",1,31,"second_half",1695,1902,494,584,1,4
"l1","Exp","always","31",2,"AOI1","1","1","1","1",1,28,"second_half",775,3585,1119,489,1,4
"l1","Exp","always","17",2,"AOI1","1","1","1","1",1,13,"first_half",1819,1169,2528,967,1,4
"l1","Exp","always","46",2,"AOI1","3","1","1","1",1,24,"second_half",613,1017,935,397,1,4
"l1","Exp","always","23",2,"AOI1","3","1","1","1",1,3,"first_half",1177,1003,1339,466,1,4
"l1","Exp","always","44",2,"AOI1","1","1","1","1",1,23,"second_half",1425,924,1959,833,1,4
"l1","Exp","usually","17",2,"AOI1","3","1","1","1",1,5,"first_half",1520,1418,3666,952,1,3
"l1","Exp","usually","39",2,"AOI1","4","1","1","1",1,29,"second_half",1013,1498,1601,453,1,3
"l1","Exp","usually","44",2,"AOI1","2","2","1","1",1,15,"first_half",1415,1801,2408,957,1,3
"l1","Exp","usually","46",2,"AOI1","4","2","1","1",1,12,"first_half",987,936,859,846,1,3
"l1","Exp","usually","31",2,"AOI1","1","1","1","1",1,20,"second_half",760,920,1280,840,1,3
"l1","Exp","usually","33",2,"AOI1","3","3","1","1",1,17,"second_half",1126,1256,1816,127,1,3
"l1","Exp","usually","50",2,"AOI1","3","2","1","1",1,20,"second_half",1445,1472,1586,384,1,3
"l1","Exp","usually","5",2,"AOI1","1","1","2","1",1,20,"second_half",1291,1162,1829,1388,1,3
"l1","Exp","usually","23",2,"AOI1","1","1","1","1",1,25,"second_half",1243,1106,1332,473,1,3
"l1","Exp","usually","10",2,"AOI1","1","2","1","1",1,11,"first_half",958,1254,1641,1106,1,3
"l1","Exp","usually","22",2,"AOI1","4","2","1","1",1,5,"first_half",1268,1243,1510,884,1,3
"l1","Exp","always","46",1,"AOI2","1","1","2","2",2,5,"first_half",869,816,1721,388,1,6
"l1","Exp","always","17",1,"AOI2","2","2","2","2",2,12,"first_half",3717,1760,1301,823,1,6
"l1","Exp","always","33",1,"AOI2","1","1","2","2",2,28,"second_half",1129,961,1475,477,1,6
"l1","Exp","always","23",1,"AOI2","2","2","2","2",2,23,"second_half",1267,848,1074,499,1,6
"l1","Exp","always","5",1,"AOI2","1","1","2","2",2,7,"first_half",1315,1066,2113,869,1,6
"l1","Exp","always","50",1,"AOI2","1","1","2","2",2,1,"first_half",1195,708,1494,434,1,6
"l1","Exp","always","22",1,"AOI2","3","1","2","2",2,12,"first_half",1853,1317,1884,1010,1,6
"l1","Exp","always","44",1,"AOI2","1","1","2","2",2,10,"first_half",2213,1876,1557,742,1,6
"l1","Exp","always","10",1,"AOI2","4","1","2","2",2,24,"second_half",641,979,899,386,1,6
"l1","Exp","always","31",1,"AOI2","3","1","2","2",2,15,"first_half",712,1392,1240,592,1,6
"l1","Exp","always","39",1,"AOI2","1","1","2","2",2,13,"first_half",1599,1261,1237,413,1,6
"l1","Exp","never","39",3,"AOI4","1","3","3","4",4,6,"first_half",1097,1611,1207,1713,1,5
"l1","Exp","never","22",3,"AOI4","2","2","4","4",4,22,"second_half",1195,1039,2397,1400,1,5
"l1","Exp","never","50",3,"AOI4","4","4","4","4",4,22,"second_half",1614,1448,1554,25321,1,5
"l1","Exp","never","23",3,"AOI4","3","3","4","4",4,17,"second_half",810,759,1298,491,1,5
"l1","Exp","never","5",3,"AOI4","2","3","4","4",4,12,"first_half",1155,1047,2115,855,1,5
"l1","Exp","never","46",3,"AOI4","3","3","4","4",4,20,"second_half",832,799,1286,488,1,5
"l1","Exp","never","44",3,"AOI4","1","4","4","4",4,13,"first_half",1465,2031,1436,764,1,5
"l1","Exp","never","33",3,"AOI4","3","3","4","4",4,20,"second_half",2549,1492,1242,4112,1,5
"l1","Exp","never","17",3,"AOI4","3","3","4","4",4,18,"second_half",1709,4710,2651,683,1,5
"l1","Exp","never","31",3,"AOI4","1","3","4","4",4,25,"second_half",1112,992,1264,664,1,5
"l1","Exp","never","10",3,"AOI4","1","3","4","4",4,12,"first_half",582,959,1748,426,1,5
"l1","Exp","never","39",2,"AOI1","3","1","1","1",1,18,"second_half",903,1280,919,604,1,7
"l1","Exp","never","5",2,"AOI1","4","1","1","1",1,4,"first_half",1476,1181,2175,1092,1,7
"l1","Exp","never","22",2,"AOI1","1","1","1","1",1,27,"second_half",1092,890,1421,821,1,7
"l1","Exp","never","23",2,"AOI1","2","2","1","1",1,19,"second_half",1009,769,1433,537,1,7
"l1","Exp","never","31",2,"AOI1","3","1","1","1",1,12,"first_half",736,960,1696,568,1,7
"l1","Exp","never","46",2,"AOI1","4","1","1","1",1,21,"second_half",986,997,1277,369,1,7
"l1","Exp","never","50",2,"AOI1","1","1","1","1",1,6,"first_half",1222,908,2132,442,1,7
"l1","Exp","never","33",2,"AOI1","2","2","1","1",1,31,"second_half",3016,937,2219,12137,1,7
"l1","Exp","never","17",2,"AOI1","3","1","1","1",1,9,"first_half",1671,1398,2432,873,1,7
"l1","Exp","never","10",2,"AOI1","1","2","1","1",1,1,"first_half",1044,929,1236,593,1,7
"l1","Exp","never","44",2,"AOI1","4","2","1","1",1,19,"second_half",1599,1267,1574,725,1,7
"l1","Exp","always","5",3,"AOI4","1","3","4","4",4,18,"second_half",5059,1491,2047,816,1,8
"l1","Exp","always","46",3,"AOI4","4","4","4","4",4,32,"second_half",780,1030,1182,365,1,8
"l1","Exp","always","10",3,"AOI4","1","3","3","4",4,6,"first_half",730,1364,583,1482,1,8
"l1","Exp","always","33",3,"AOI4","3","3","4","4",4,9,"first_half",1607,1911,3612,138,1,8
"l1","Exp","always","17",3,"AOI4","1","3","4","4",4,15,"first_half",1452,1262,1319,708,1,8
"l1","Exp","always","39",3,"AOI4","1","3","4","4",4,22,"second_half",1229,1128,1627,474,1,8
"l1","Exp","always","22",3,"AOI4","4","4","4","4",4,24,"second_half",1041,420,622,2289,1,8
"l1","Exp","always","50",3,"AOI4","1","3","4","4",4,21,"second_half",879,1016,1804,430,1,8
"l1","Exp","always","23",3,"AOI4","3","3","4","4",4,30,"second_half",1004,1053,1007,417,1,8
"l1","Exp","always","44",3,"AOI4","1","4","4","4",4,4,"first_half",2588,2435,1375,1123,1,8
"l1","Exp","always","31",3,"AOI4","1","3","4","4",4,6,"first_half",863,1009,1447,617,1,8
"l1","Exp","never","50",4,"AOI3","1","3","3","3",3,18,"second_half",758,1284,964,1100,1,10
"l1","Exp","never","23",4,"AOI3","2","3","3","3",3,29,"second_half",1312,1361,1078,485,1,10
"l1","Exp","never","33",4,"AOI3","3","3","3","3",3,11,"first_half",1329,808,2428,885,1,10
"l1","Exp","never","17",4,"AOI3","1","3","3","3",3,21,"second_half",1614,1427,2105,1064,1,10
"l1","Exp","never","39",4,"AOI3","1","3","3","3",3,17,"second_half",1267,1168,1555,573,1,10
"l1","Exp","never","31",4,"AOI3","1","3","3","3",3,22,"second_half",784,728,1375,560,1,10
"l1","Exp","never","10",4,"AOI3","3","3","3","3",3,19,"second_half",619,574,1404,444,1,10
"l1","Exp","never","22",4,"AOI3","3","3","3","3",3,30,"second_half",1137,1266,1218,679,1,10
"l1","Exp","never","44",4,"AOI3","4","4","3","3",3,7,"first_half",1673,1942,1858,824,1,10
"l1","Exp","never","5",4,"AOI3","2","3","3","3",3,15,"first_half",998,1016,2409,808,1,10
"l1","Exp","never","46",4,"AOI3","1","3","3","3",3,22,"second_half",655,1025,1177,333,1,10
"l1","Exp","rarely","50",4,"AOI3","1","3","3","3",3,2,"first_half",998,1324,1210,407,1,9
"l1","Exp","rarely","17",4,"AOI3","3","3","3","3",3,17,"second_half",2099,1102,1946,974,1,9
"l1","Exp","rarely","23",4,"AOI3","3","3","3","3",3,6,"first_half",1346,1097,1401,7335,1,9
"l1","Exp","rarely","44",4,"AOI3","1","4","3","3",3,11,"first_half",1314,1416,1542,717,1,9
"l1","Exp","rarely","31",4,"AOI3","1","3","3","3",3,31,"second_half",591,920,1544,576,1,9
"l1","Exp","rarely","10",4,"AOI3","1","3","3","3",3,7,"first_half",1166,880,3429,968,1,9
"l1","Exp","rarely","5",4,"AOI3","1","3","3","3",3,21,"second_half",1085,1075,1974,2921,1,9
"l1","Exp","rarely","33",4,"AOI3","1","3","3","3",3,15,"first_half",1778,25180,2573,128,1,9
"l1","Exp","rarely","22",4,"AOI3","2","4","3","3",3,29,"second_half",1092,1514,1731,723,1,9
"l1","Exp","rarely","39",4,"AOI3","1","3","3","3",3,15,"first_half",1317,1621,1350,654,1,9
"l1","Exp","usually","5",1,"AOI2","1","1","2","2",2,32,"second_half",1107,1093,1977,1030,1,11
"l1","Exp","usually","31",1,"AOI2","1","1","2","2",2,27,"second_half",1231,817,1719,913,1,11
"l1","Exp","usually","33",1,"AOI2","3","3","3","2",2,30,"second_half",3234,1184,1778,1918,1,11
"l1","Exp","usually","39",1,"AOI2","1","1","2","2",2,10,"first_half",1267,1481,1712,625,1,11
"l1","Exp","usually","50",1,"AOI2","3","1","2","2",2,9,"first_half",745,1466,1648,1004,1,11
"l1","Exp","usually","10",1,"AOI2","4","1","2","2",2,28,"second_half",562,950,1878,593,1,11
"l1","Exp","usually","46",1,"AOI2","1","1","2","2",2,6,"first_half",953,717,1873,403,1,11
"l1","Exp","usually","23",1,"AOI2","1","1","2","2",2,22,"second_half",903,1116,1778,458,1,11
"l1","Exp","usually","17",1,"AOI2","3","1","1","2",2,8,"first_half",1379,1417,2187,1160,1,11
"l1","Exp","usually","44",1,"AOI2","4","4","2","2",2,6,"first_half",2354,874,2618,917,1,11
"l1","Exp","usually","22",1,"AOI2","1","1","2","2",2,21,"second_half",936,1270,1250,818,1,11
"l1","Exp","usually","23",3,"AOI4","1","3","4","4",4,10,"first_half",2142,1274,1965,610,1,12
"l1","Exp","usually","33",3,"AOI4","1","3","4","4",4,6,"first_half",1847,1302,1827,774,1,12
"l1","Exp","usually","44",3,"AOI4","1","4","4","4",4,17,"second_half",1314,1567,1299,826,1,12
"l1","Exp","usually","50",3,"AOI4","3","3","3","4",4,25,"second_half",2727,2926,812,1918,1,12
"l1","Exp","usually","22",3,"AOI4","3","3","4","4",4,3,"first_half",1255,1167,2105,1052,1,12
"l1","Exp","usually","5",3,"AOI4","1","3","4","4",4,5,"first_half",1237,1409,2233,1183,1,12
"l1","Exp","usually","10",3,"AOI4","2","3","3","4",4,26,"second_half",632,1176,573,732,1,12
"l1","Exp","usually","17",3,"AOI4","2","4","4","4",4,14,"first_half",1831,1214,1599,855,1,12
"l1","Exp","usually","46",3,"AOI4","2","2","4","4",4,9,"first_half",587,469,2133,366,1,12
"l1","Exp","usually","39",3,"AOI4","1","3","4","4",4,16,"second_half",1408,1179,1490,1239,1,12
"l1","Exp","usually","31",3,"AOI4","1","3","4","4",4,26,"second_half",871,1312,1896,728,1,12
"l1","Filler","num75","10",1,"AOI2","2","2","2","2",2,4,"first_half",750,1868,1838,604,1,20
"l1","Filler","num75","46",1,"AOI2","1","1","2","2",2,8,"first_half",738,555,1202,313,1,20
"l1","Filler","num75","23",1,"AOI2","3","1","2","2",2,32,"second_half",1326,1446,1171,441,1,20
"l1","Filler","num75","33",1,"AOI2","3","3","2","2",2,21,"second_half",1324,997,3165,1863,1,20
"l1","Filler","num75","39",1,"AOI2","1","1","2","2",2,12,"first_half",1495,1168,2135,524,1,20
"l1","Filler","num75","50",1,"AOI2","3","1","2","2",2,3,"first_half",2041,1400,2506,394,1,20
"l1","Filler","num75","44",1,"AOI2","2","2","2","2",2,30,"second_half",2191,2499,1742,767,1,20
"l1","Filler","num75","31",1,"AOI2","3","1","2","2",2,18,"second_half",792,920,1488,640,1,20
"l1","Filler","num75","22",1,"AOI2","1","1","2","2",2,28,"second_half",1243,780,1416,930,1,20
"l1","Filler","num75","5",1,"AOI2","1","1","2","2",2,10,"first_half",1202,1295,1600,809,1,20
"l1","Filler","num75","17",1,"AOI2","3","1","2","2",2,11,"first_half",1672,1636,1712,1487,1,20
"l1","Filler","num25","5",4,"AOI3","1","4","3","3",3,6,"first_half",1597,1866,1743,916,1,22
"l1","Filler","num25","39",4,"AOI3","1","3","3","3",3,19,"second_half",1427,1768,1274,1622,1,22
"l1","Filler","num25","44",4,"AOI3","3","3","3","3",3,26,"second_half",5056,1643,2474,1101,1,22
"l1","Filler","num25","10",4,"AOI3","4","4","3","3",3,18,"second_half",1254,632,978,514,1,22
"l1","Filler","num25","50",4,"AOI3","3","3","3","3",3,13,"first_half",847,1038,2748,506,1,22
"l1","Filler","num25","17",4,"AOI3","3","3","3","3",3,19,"second_half",1873,1126,1472,746,1,22
"l1","Filler","num25","31",4,"AOI3","1","3","3","3",3,21,"second_half",736,960,1528,1040,1,22
"l1","Filler","num25","46",4,"AOI3","3","3","3","3",3,27,"second_half",1018,604,1021,345,1,22
"l1","Filler","num25","33",4,"AOI3","1","3","3","3",3,16,"second_half",1379,1233,1778,129,1,22
"l1","Filler","num25","22",4,"AOI3","1","3","3","3",3,11,"first_half",1053,1258,1375,610,1,22
"l1","Filler","num25","23",4,"AOI3","1","3","3","3",3,26,"second_half",719,858,1500,962,1,22
"l1","Filler","num0","44",2,"AOI1","4","2","1","1",1,3,"first_half",1947,2083,1709,808,1,24
"l1","Filler","num0","50",2,"AOI1","4","2","1","1",1,23,"second_half",727,1458,1418,370,1,24
"l1","Filler","num0","39",2,"AOI1","1","1","1","1",1,7,"first_half",1550,1190,1328,554,1,24
"l1","Filler","num0","46",2,"AOI1","2","2","1","1",1,7,"first_half",739,1351,1235,300,1,24
"l1","Filler","num0","22",2,"AOI1","1","1","1","1",1,18,"second_half",1169,997,1150,884,1,24
"l1","Filler","num0","10",2,"AOI1","2","2","1","1",1,5,"first_half",829,1216,840,445,1,24
"l1","Filler","num0","31",2,"AOI1","1","2","1","1",1,5,"first_half",839,848,1120,1336,1,24
"l1","Filler","num0","33",2,"AOI1","3","1","1","1",1,12,"first_half",2089,1307,2463,182,1,24
"l1","Filler","num0","17",2,"AOI1","1","1","1","1",1,1,"first_half",2359,2088,3429,1066,1,24
"l1","Filler","num0","23",2,"AOI1","4","1","1","1",1,13,"first_half",904,1098,1450,2220,1,24
"l1","Filler","num0","5",2,"AOI1","1","1","1","1",1,25,"second_half",1061,926,2087,937,1,24
"l1","Filler","num100","33",3,"AOI4","3","3","4","4",4,5,"first_half",2836,816,1957,381,1,17
"l1","Filler","num100","50",3,"AOI4","1","3","4","4",4,32,"second_half",861,1626,1198,468,1,17
"l1","Filler","num100","10",3,"AOI4","3","3","4","4",4,22,"second_half",967,515,949,474,1,17
"l1","Filler","num100","46",3,"AOI4","1","1","4","4",4,11,"first_half",653,440,4263,422,1,17
"l1","Filler","num100","44",3,"AOI4","1","4","4","4",4,8,"first_half",1808,1755,1352,1092,1,17
"l1","Filler","num100","31",3,"AOI4","1","3","4","4",4,9,"first_half",824,856,1808,624,1,17
"l1","Filler","num100","17",3,"AOI4","3","3","4","4",4,16,"second_half",1333,2480,1357,715,1,17
"l1","Filler","num100","5",3,"AOI4","3","3","4","4",4,28,"second_half",956,1118,1524,933,1,17
"l1","Filler","num100","23",3,"AOI4","1","3","4","4",4,1,"first_half",865,1634,1589,569,1,17
"l1","Filler","num100","39",3,"AOI4","4","4","4","4",4,24,"second_half",968,884,741,856,1,17
"l1","Filler","num100","22",3,"AOI4","1","3","4","4",4,7,"first_half",991,1282,1223,679,1,17
"l1","Filler","num0","17",4,"AOI3","3","3","3","3",3,23,"second_half",6849,1243,2708,1329,1,25
"l1","Filler","num0","50",4,"AOI3","4","4","4","3",3,12,"first_half",823,1099,2579,1500,1,25
"l1","Filler","num0","5",4,"AOI3","1","3","3","3",3,26,"second_half",1057,1142,2341,1408,1,25
"l1","Filler","num0","33",4,"AOI3","3","3","3","3",3,24,"second_half",2678,772,2154,1193,1,25
"l1","Filler","num0","31",4,"AOI3","1","3","3","3",3,19,"second_half",608,1168,856,1040,1,25
"l1","Filler","num0","44",4,"AOI3","1","4","4","3",3,20,"second_half",1173,1800,1442,1384,1,25
"l1","Filler","num0","10",4,"AOI3","1","3","4","3",3,14,"first_half",580,919,1018,1304,1,25
"l1","Filler","num0","23",4,"AOI3","2","3","3","3",3,24,"second_half",1483,881,1418,1035,1,25
"l1","Filler","num0","39",4,"AOI3","1","3","3","3",3,27,"second_half",1204,1646,1322,1411,1,25
"l1","Filler","num0","46",4,"AOI3","4","4","4","3",3,3,"first_half",958,702,1512,855,1,25
"l1","Filler","num0","22",4,"AOI3","1","3","3","3",3,2,"first_half",1792,1371,2001,1188,1,25
"l1","Filler","num0","22",2,"AOI1","3","1","1","1",1,14,"first_half",986,1246,1060,2124,1,26
"l1","Filler","num0","31",2,"AOI1","1","1","1","1",1,1,"first_half",1072,896,1728,1047,1,26
"l1","Filler","num0","46",2,"AOI1","1","1","1","1",1,13,"first_half",804,682,1609,837,1,26
"l1","Filler","num0","10",2,"AOI1","2","2","2","1",1,32,"second_half",1420,543,979,899,1,26
"l1","Filler","num0","50",2,"AOI1","2","2","2","1",1,30,"second_half",956,1042,1676,4284,1,26
"l1","Filler","num0","33",2,"AOI1","3","1","1","1",1,10,"first_half",3265,2410,3251,1428,1,26
"l1","Filler","num0","5",2,"AOI1","1","1","1","1",1,2,"first_half",1717,1816,2525,2279,1,26
"l1","Filler","num0","39",2,"AOI1","3","3","1","1",1,32,"second_half",835,1757,1809,1631,1,26
"l1","Filler","num0","23",2,"AOI1","1","1","2","1",1,14,"first_half",1319,1163,1946,1210,1,26
"l1","Filler","num0","17",2,"AOI1","1","1","1","1",1,29,"second_half",3187,1446,1555,1376,1,26
"l1","Filler","num0","44",2,"AOI1","2","2","2","1",1,9,"first_half",1639,1260,1657,1526,1,26
"l1","Filler","num25","31",3,"AOI4","1","3","3","4",4,2,"first_half",1215,1097,2007,1177,1,27
"l1","Filler","num25","46",3,"AOI4","4","4","4","4",4,31,"second_half",755,842,1134,1293,1,27
"l1","Filler","num25","50",3,"AOI4","4","4","4","4",4,26,"second_half",1052,1468,1352,1004,1,27
"l1","Filler","num25","10",3,"AOI4","4","4","4","4",4,27,"second_half",521,723,2183,1364,1,27
"l1","Filler","num25","44",3,"AOI4","4","4","4","4",4,29,"second_half",1188,1183,1808,1551,1,27
"l1","Filler","num25","23",3,"AOI4","1","3","3","4",4,4,"first_half",1017,1347,1698,978,1,27
"l1","Filler","num25","22",3,"AOI4","1","3","3","4",4,19,"second_half",898,1442,1554,1242,1,27
"l1","Filler","num25","17",3,"AOI4","3","3","3","4",4,25,"second_half",1393,1329,2235,1480,1,27
"l1","Filler","num25","39",3,"AOI4","1","3","3","4",4,1,"first_half",1807,2472,2110,2155,1,27
"l1","Filler","num25","33",3,"AOI4","3","3","4","4",4,7,"first_half",1265,966,3429,1642,1,27
"l1","Filler","num25","5",3,"AOI4","1","3","3","4",4,16,"second_half",956,1317,2078,1530,1,27
"l1","Filler","num25","33",1,"AOI2","1","1","1","2",2,13,"first_half",4698,1459,5800,1555,1,28
"l1","Filler","num25","10",1,"AOI2","3","1","1","2",2,8,"first_half",690,978,2204,770,1,28
"l1","Filler","num25","5",1,"AOI2","1","1","1","2",2,13,"first_half",1338,1301,1592,1545,1,28
"l1","Filler","num25","17",1,"AOI2","3","1","1","2",2,7,"first_half",1515,1319,2194,1543,1,28
"l1","Filler","num25","46",1,"AOI2","3","1","1","2",2,17,"second_half",838,1110,1560,1324,1,28
"l1","Filler","num25","31",1,"AOI2","3","1","1","2",2,4,"first_half",1439,1457,1023,1104,1,28
"l1","Filler","num25","50",1,"AOI2","4","2","2","2",2,28,"second_half",789,1510,1352,1054,1,28
"l1","Filler","num25","44",1,"AOI2","1","1","1","2",2,24,"second_half",10672,1251,1809,1634,1,28
"l1","Filler","num25","39",1,"AOI2","1","1","1","2",2,4,"first_half",1211,1014,1838,1699,1,28
"l1","Filler","num25","22",1,"AOI2","4","1","1","2",2,32,"second_half",879,1164,1224,1621,1,28
"l1","Filler","num25","23",1,"AOI2","1","1","2","2",2,7,"first_half",1160,1307,2339,684,1,28
"l1","Filler","num75","22",2,"AOI1","3","1","1","1",1,17,"second_half",1045,1400,1414,1274,1,29
"l1","Filler","num75","31",2,"AOI1","1","1","1","1",1,13,"first_half",680,1201,1807,784,1,29
"l1","Filler","num75","50",2,"AOI1","2","2","2","1",1,17,"second_half",746,716,958,1974,1,29
