"list","ExpFiller","condition","workerid","competitor","correctAns","click1","click2","click3","click4","target","trial_order","trial_group","RT1","RT2","RT3","RT4","selection_correct","display"
"l2","Filler","num0","49",4,"AOI3","4","4","4","3",3,3,"first_half",2148,583,1512,903,1,25
"l2","Filler","num0","9",4,"AOI3","4","4","4","3",3,21,"second_half",769,768,968,1130,1,25
"l2","Filler","num0","52",2,"AOI1","3","1","1","1",1,20,"second_half",825,1068,1675,1147,1,26
"l2","Filler","num0","59",2,"AOI1","1","1","1","1",1,17,"second_half",904,1352,2472,1657,1,26
"l2","Filler","num0","6",2,"AOI1","2","2","2","1",1,28,"second_half",1477,957,1550,1199,1,26
"l2","Filler","num0","45",2,"AOI1","3","1","1","1",1,30,"second_half",1401,1428,1417,2381,1,26
"l2","Filler","num0","9",2,"AOI1","2","2","2","1",1,10,"first_half",1224,713,1866,1986,1,26
"l2","Filler","num0","30",2,"AOI1","3","2","1","1",1,19,"second_half",1228,1640,1593,1710,1,26
"l2","Filler","num0","55",2,"AOI1","3","1","2","1",1,22,"second_half",1007,1248,1240,1161,1,26
"l2","Filler","num0","49",2,"AOI1","3","1","1","1",1,31,"second_half",1404,1604,1710,802,1,26
"l2","Filler","num25","34",3,"AOI4","3","3","3","4",4,9,"first_half",647,608,4576,1399,1,27
"l2","Filler","num25","49",3,"AOI4","1","3","3","4",4,28,"second_half",1796,1387,821,1110,1,27
"l2","Filler","num25","59",3,"AOI4","1","4","4","4",4,32,"second_half",976,6465,1448,1409,1,27
"l2","Filler","num25","52",3,"AOI4","4","4","4","4",4,17,"second_half",852,1415,1186,544,1,27
"l2","Filler","num25","55",3,"AOI4","1","3","3","4",4,12,"first_half",1039,2152,1952,1856,1,27
"l2","Filler","num25","30",3,"AOI4","1","1","1","4",4,20,"second_half",1200,286,1753,1599,1,27
"l2","Filler","num25","9",3,"AOI4","1","3","3","4",4,11,"first_half",720,1145,1585,923,1,27
"l2","Filler","num25","45",3,"AOI4","1","3","3","4",4,3,"first_half",1755,1122,1772,2252,1,27
"l2","Filler","num25","6",3,"AOI4","1","3","3","4",4,18,"second_half",1586,1461,2178,1584,1,27
"l2","Filler","num25","34",1,"AOI2","1","1","1","2",2,23,"second_half",558,760,3017,1448,1,28
"l2","Filler","num25","30",1,"AOI2","1","1","1","2",2,6,"first_half",2267,1540,2290,1759,1,28
"l2","Filler","num25","9",1,"AOI2","1","1","1","2",2,31,"second_half",808,1121,1274,2074,1,28
"l2","Filler","num25","59",1,"AOI2","1","1","1","2",2,27,"second_half",1136,1032,2352,1488,1,28
"l2","Filler","num25","52",1,"AOI2","1","1","1","2",2,27,"second_half",1374,821,1557,1217,1,28
"l2","Filler","num25","55",1,"AOI2","3","1","1","2",2,28,"second_half",688,1160,2720,1760,1,28
"l2","Filler","num25","45",1,"AOI2","3","1","1","2",2,4,"first_half",1473,1973,3108,1848,1,28
"l2","Filler","num25","6",1,"AOI2","3","1","1","2",2,8,"first_half",1655,2024,2563,1730,1,28
"l2","Filler","num25","49",1,"AOI2","3","2","2","2",2,24,"second_half",3119,2132,1343,632,1,28
"l2","Filler","num75","59",2,"AOI1","1","1","1","1",1,6,"first_half",2936,2842,2855,2545,1,29
"l2","Filler","num75","55",2,"AOI1","3","1","1","1",1,29,"second_half",1007,1240,1448,1120,1,29
"l2","Filler","num75","34",2,"AOI1","1","1","1","1",1,22,"second_half",497,568,2095,1585,1,29
"l2","Filler","num75","6",2,"AOI1","3","1","2","1",1,6,"first_half",1597,1514,2125,3701,1,29
"l2","Filler","num75","9",2,"AOI1","1","1","1","1",1,15,"first_half",1131,582,1754,1219,1,29
"l2","Filler","num75","45",2,"AOI1","1","1","1","1",1,25,"second_half",2014,1347,1950,2135,1,29
"l2","Filler","num75","49",2,"AOI1","3","1","1","1",1,18,"second_half",1052,1232,1581,781,1,29
"l2","Filler","num75","52",2,"AOI1","3","1","1","1",1,25,"second_half",711,878,1407,1193,1,29
"l2","Filler","num75","49",3,"AOI4","3","3","3","4",4,29,"second_half",1067,554,1334,852,1,30
"l2","Filler","num75","45",3,"AOI4","1","3","3","4",4,24,"second_half",1151,1396,2579,3750,1,30
"l2","Filler","num75","59",3,"AOI4","3","3","3","4",4,21,"second_half",992,976,1889,1711,1,30
"l2","Filler","num75","55",3,"AOI4","1","3","3","4",4,1,"first_half",2383,1712,3080,1576,1,30
"l2","Filler","num75","30",3,"AOI4","4","4","4","4",4,21,"second_half",739,788,6469,1207,1,30
"l2","Filler","num75","52",3,"AOI4","3","3","3","4",4,8,"first_half",868,2165,2590,888,1,30
"l2","Filler","num75","6",3,"AOI4","1","3","4","4",4,15,"first_half",1621,1290,2496,1040,1,30
"l2","Filler","num75","9",3,"AOI4","2","3","3","4",4,28,"second_half",965,1499,1115,944,1,30
"l2","Filler","num75","34",3,"AOI4","1","1","3","4",4,6,"first_half",863,960,2888,1328,1,30
"l2","Filler","num100","9",1,"AOI2","1","1","1","2",2,7,"first_half",1202,1464,2685,1921,1,31
"l2","Filler","num100","55",1,"AOI2","1","1","1","2",2,5,"first_half",2016,816,1624,872,1,31
"l2","Filler","num100","6",1,"AOI2","3","1","1","2",2,20,"second_half",1369,1322,955,1095,1,31
"l2","Filler","num100","45",1,"AOI2","3","1","1","2",2,16,"second_half",2737,1578,1985,1271,1,31
"l2","Filler","num100","59",1,"AOI2","1","1","1","2",2,3,"first_half",2024,1553,1512,960,1,31
"l2","Filler","num100","34",1,"AOI2","4","4","1","2",2,12,"first_half",607,1024,1216,816,1,31
"l2","Filler","num100","52",1,"AOI2","3","3","1","2",2,9,"first_half",2356,1177,2114,822,1,31
"l2","Filler","num100","49",1,"AOI2","1","1","1","2",2,19,"second_half",1402,524,1107,921,1,31
"l2","Filler","num100","30",1,"AOI2","2","2","2","2",2,31,"second_half",1897,502,1765,1006,1,31
"l2","Filler","num100","6",4,"AOI3","1","1","3","3",3,23,"second_half",982,713,2883,848,1,32
"l2","Filler","num100","9",4,"AOI3","3","3","3","3",3,17,"second_half",673,640,1978,633,1,32
"l2","Filler","num100","49",4,"AOI3","4","4","4","3",3,30,"second_half",651,879,957,923,1,32
"l2","Filler","num100","59",4,"AOI3","3","3","3","3",3,2,"first_half",2552,3417,2152,880,1,32
"l2","Filler","num100","45",4,"AOI3","1","3","3","3",3,27,"second_half",694,1973,1566,1062,1,32
"l2","Filler","num100","55",4,"AOI3","3","3","3","3",3,31,"second_half",1232,496,1440,592,1,32
"l2","Filler","num100","52",4,"AOI3","2","3","3","3",3,12,"first_half",983,964,1280,648,1,32
"l2","Filler","num100","34",4,"AOI3","3","3","3","3",3,14,"first_half",753,367,2753,783,1,32
"l2","Filler","num100","30",4,"AOI3","1","3","4","3",3,1,"first_half",1709,1313,1570,858,1,32
"l2","Filler","num0","9",1,"AOI2","4","2","2","2",2,6,"first_half",1993,1313,1090,664,1,23
"l2","Filler","num0","55",1,"AOI2","1","1","2","2",2,17,"second_half",999,584,920,368,1,23
"l2","Filler","num0","45",1,"AOI2","3","1","2","2",2,6,"first_half",2575,1433,1816,1022,1,23
"l2","Filler","num0","6",1,"AOI2","3","1","2","2",2,26,"second_half",1602,1413,1564,227,1,23
"l2","Filler","num0","30",1,"AOI2","4","4","2","2",2,22,"second_half",1039,523,3951,321,1,23
"l2","Filler","num0","59",1,"AOI2","1","1","2","2",2,18,"second_half",904,1128,1456,2544,1,23
"l2","Filler","num0","34",1,"AOI2","1","1","2","2",2,1,"first_half",760,439,3616,536,1,23
"l2","Filler","num0","52",1,"AOI2","4","2","2","2",2,18,"second_half",1050,1285,1471,364,1,23
"l2","Filler","num0","49",1,"AOI2","1","1","2","2",2,13,"first_half",1413,1156,1281,375,1,23
"l2","Filler","num100","55",4,"AOI3","2","4","3","3",3,3,"first_half",1152,1608,984,768,1,18
"l2","Filler","num100","59",4,"AOI3","1","1","3","3",3,23,"second_half",1064,705,3281,568,1,18
"l2","Filler","num100","49",4,"AOI3","1","4","3","3",3,15,"first_half",8009,1431,1006,760,1,18
"l2","Filler","num100","6",4,"AOI3","1","3","3","3",3,19,"second_half",2629,1767,1146,625,1,18
"l2","Filler","num100","30",4,"AOI3","1","4","3","3",3,28,"second_half",808,1697,1250,203,1,18
"l2","Filler","num100","9",4,"AOI3","1","1","3","3",3,4,"first_half",1287,657,1770,809,1,18
"l2","Filler","num100","34",4,"AOI3","3","3","3","3",3,28,"second_half",550,792,1960,296,1,18
"l2","Filler","num100","52",4,"AOI3","2","3","3","3",3,22,"second_half",722,1345,1192,640,1,18
"l2","Filler","num100","45",4,"AOI3","3","3","3","3",3,29,"second_half",847,2684,1901,476,1,18
"l2","Filler","num25","59",3,"AOI4","1","3","4","4",4,7,"first_half",2385,2663,1649,888,1,21
"l2","Filler","num25","49",3,"AOI4","4","4","4","4",4,22,"second_half",3076,543,671,574,1,21
"l2","Filler","num25","55",3,"AOI4","3","3","4","4",4,14,"first_half",647,648,2336,400,1,21
"l2","Filler","num25","52",3,"AOI4","1","3","4","4",4,16,"second_half",813,1264,972,479,1,21
"l2","Filler","num25","6",3,"AOI4","1","3","4","4",4,10,"first_half",1669,1509,1765,757,1,21
"l2","Filler","num25","45",3,"AOI4","1","3","4","4",4,1,"first_half",1750,1473,1815,1216,1,21
"l2","Filler","num25","34",3,"AOI4","4","4","4","4",4,7,"first_half",1238,634,2705,414,1,21
"l2","Filler","num25","30",3,"AOI4","3","3","4","4",4,2,"first_half",1374,1103,1278,209,1,21
"l2","Filler","num25","9",3,"AOI4","3","3","4","4",4,23,"second_half",896,960,1162,232,1,21
"l2","Filler","num75","45",2,"AOI1","1","1","1","1",1,26,"second_half",887,815,1090,778,1,19
"l2","Filler","num75","49",2,"AOI1","1","1","1","1",1,12,"first_half",941,1175,1689,542,1,19
"l2","Filler","num75","34",2,"AOI1","1","1","1","1",1,4,"first_half",984,512,1488,343,1,19
"l2","Filler","num75","52",2,"AOI1","1","1","1","1",1,31,"second_half",667,1319,1384,680,1,19
"l2","Filler","num75","59",2,"AOI1","3","1","1","1",1,28,"second_half",1544,1120,1489,440,1,19
"l2","Filler","num75","9",2,"AOI1","1","1","1","1",1,8,"first_half",1249,695,1435,809,1,19
"l2","Filler","num75","30",2,"AOI1","4","4","1","1",1,27,"second_half",949,1047,957,209,1,19
"l2","Filler","num75","55",2,"AOI1","1","1","1","1",1,25,"second_half",760,848,1448,552,1,19
"l2","Filler","num75","6",2,"AOI1","4","2","1","1",1,31,"second_half",945,1297,1052,210,1,19
"l3","Exp","always","32",2,"AOI1","3","1","1","1",1,4,"first_half",1553,1448,1086,998,1,1
"l3","Exp","always","11",2,"AOI1","3","1","1","1",1,22,"second_half",3168,1696,1280,496,1,1
"l3","Exp","always","38",2,"AOI1","3","1","3","1",1,2,"first_half",2039,3735,2129,5254,1,1
"l3","Exp","always","40",2,"AOI1","3","1","1","1",1,27,"second_half",698,1565,373,807,1,1
"l3","Exp","always","47",2,"AOI1","2","2","1","1",1,5,"first_half",3115,917,2004,779,1,1
"l3","Exp","always","51",2,"AOI1","3","2","1","1",1,1,"first_half",1946,2372,2377,846,1,1
"l3","Exp","always","13",2,"AOI1","1","1","1","1",1,21,"second_half",1262,806,1112,420,1,1
"l3","Exp","always","18",2,"AOI1","1","1","1","1",1,32,"second_half",1093,859,4357,555,1,1
"l3","Exp","always","7",2,"AOI1","1","1","1","1",1,9,"first_half",2008,791,1430,522,1,1
"l3","Exp","always","42",2,"AOI1","3","1","1","1",1,21,"second_half",1005,1191,1151,464,1,1
"l3","Exp","always","26",2,"AOI1","3","1","1","1",1,20,"second_half",746,1197,1187,164,1,1
"l3","Exp","always","56",2,"AOI1","4","2","1","1",1,18,"second_half",1071,1415,1274,689,1,1
"l3","Exp","usually","26",1,"AOI2","1","1","2","2",2,21,"second_half",1023,1370,871,1167,1,2
"l3","Exp","usually","42",1,"AOI2","3","1","2","2",2,14,"first_half",3193,1348,1404,437,1,2
"l3","Exp","usually","47",1,"AOI2","4","2","2","2",2,22,"second_half",1675,1961,3332,717,1,2
"l3","Exp","usually","18",1,"AOI2","4","1","1","2",2,6,"first_half",920,1602,1463,1393,1,2
"l3","Exp","usually","38",1,"AOI2","1","1","1","2",2,3,"first_half",3308,1493,1212,3320,1,2
"l3","Exp","usually","40",1,"AOI2","2","2","2","2",2,8,"first_half",1515,529,1651,2093,1,2
"l3","Exp","usually","51",1,"AOI2","4","1","2","2",2,24,"second_half",2351,1323,2464,748,1,2
"l3","Exp","usually","32",1,"AOI2","1","1","2","2",2,25,"second_half",916,877,1046,877,1,2
"l3","Exp","usually","11",1,"AOI2","4","1","2","2",2,13,"first_half",1408,1448,1768,1312,1,2
"l3","Exp","usually","13",1,"AOI2","3","1","2","2",2,29,"second_half",917,1259,1176,228,1,2
"l3","Exp","usually","56",1,"AOI2","2","2","2","2",2,10,"first_half",846,1266,1689,1198,1,2
"l3","Exp","always","51",1,"AOI2","3","1","2","2",2,13,"first_half",1355,1413,1810,747,1,13
"l3","Exp","always","32",1,"AOI2","1","1","2","2",2,16,"second_half",1689,981,1030,691,1,13
"l3","Exp","always","42",1,"AOI2","1","1","2","2",2,22,"second_half",983,568,899,459,1,13
"l3","Exp","always","40",1,"AOI2","4","4","2","2",2,18,"second_half",853,614,1556,446,1,13
"l3","Exp","always","11",1,"AOI2","2","2","2","2",2,3,"first_half",1911,2208,1344,608,1,13
"l3","Exp","always","18",1,"AOI2","1","1","2","2",2,16,"second_half",2894,829,1309,493,1,13
"l3","Exp","always","26",1,"AOI2","2","2","2","2",2,24,"second_half",757,1587,828,502,1,13
"l3","Exp","always","13",1,"AOI2","1","1","2","2",2,31,"second_half",1069,901,1021,205,1,13
"l3","Exp","always","7",1,"AOI2","4","2","2","2",2,2,"first_half",1277,2210,12999,1008,1,13
"l3","Exp","always","56",1,"AOI2","1","1","1","2",2,19,"second_half",829,1178,1818,1324,1,13
"l3","Exp","always","38",1,"AOI2","3","3","3","2",2,8,"first_half",780,488,1282,1276,1,13
"l3","Exp","always","47",1,"AOI2","4","2","2","2",2,29,"second_half",2242,1694,1089,651,1,13
"l3","Exp","never","7",4,"AOI3","3","3","4","3",3,8,"first_half",1390,997,1208,952,1,14
"l3","Exp","never","11",4,"AOI3","2","4","3","3",3,21,"second_half",856,2008,2840,1128,1,14
"l3","Exp","never","13",4,"AOI3","2","3","3","3",3,11,"first_half",2051,1328,974,399,1,14
"l3","Exp","never","56",4,"AOI3","4","3","4","3",3,21,"second_half",1234,1575,1622,1471,1,14
"l3","Exp","never","47",4,"AOI3","2","3","3","3",3,27,"second_half",1374,1976,1211,734,1,14
"l3","Exp","never","26",4,"AOI3","3","3","3","3",3,6,"first_half",1084,1197,1115,471,1,14
"l3","Exp","never","40",4,"AOI3","3","3","3","3",3,1,"first_half",1240,1058,1551,890,1,14
"l3","Exp","never","18",4,"AOI3","1","3","3","3",3,30,"second_half",1627,1664,1712,462,1,14
"l3","Exp","never","38",4,"AOI3","3","3","3","3",3,11,"first_half",1724,736,1590,1947,1,14
"l3","Exp","never","51",4,"AOI3","1","3","3","3",3,6,"first_half",1895,2109,1553,944,1,14
"l3","Exp","never","32",4,"AOI3","2","3","3","3",3,20,"second_half",1142,1705,1004,821,1,14
"l3","Exp","never","42",4,"AOI3","1","3","3","3",3,20,"second_half",1029,2005,1743,699,1,14
"l3","Exp","always","51",3,"AOI4","3","3","4","4",4,3,"first_half",2955,1564,1756,917,1,15
"l3","Exp","always","42",3,"AOI4","1","3","4","4",4,25,"second_half",1223,1649,1807,1005,1,15
"l3","Exp","always","47",3,"AOI4","2","4","4","4",4,23,"second_half",1249,2001,1011,715,1,15
"l3","Exp","always","56",3,"AOI4","1","3","3","4",4,25,"second_half",1503,1365,2582,600,1,15
"l3","Exp","always","13",3,"AOI4","3","3","4","4",4,14,"first_half",1221,708,1554,599,1,15
"l3","Exp","always","40",3,"AOI4","1","3","3","4",4,17,"second_half",817,1012,698,1372,1,15
"l3","Exp","always","11",3,"AOI4","4","4","4","4",4,16,"second_half",1112,1376,1392,520,1,15
"l3","Exp","always","26",3,"AOI4","3","3","4","4",4,13,"first_half",12091,1453,1412,307,1,15
"l3","Exp","always","18",3,"AOI4","3","3","4","4",4,2,"first_half",1770,910,1953,744,1,15
"l3","Exp","always","38",3,"AOI4","1","3","3","4",4,19,"second_half",803,1364,1653,1503,1,15
"l3","Exp","always","32",3,"AOI4","1","3","4","4",4,18,"second_half",2323,1504,1230,813,1,15
"l3","Exp","always","7",3,"AOI4","2","3","3","4",4,16,"second_half",873,1245,570,1097,1,15
"l3","Exp","rarely","42",4,"AOI3","1","3","3","3",3,18,"second_half",1073,1306,1092,989,1,16
"l3","Exp","rarely","51",4,"AOI3","4","4","3","3",3,10,"first_half",2364,1216,1920,859,1,16
"l3","Exp","rarely","38",4,"AOI3","3","3","3","3",3,5,"first_half",1140,656,1816,2176,1,16
"l3","Exp","rarely","56",4,"AOI3","2","4","3","3",3,24,"second_half",3002,1390,2453,395,1,16
"l3","Exp","rarely","13",4,"AOI3","1","1","3","3",3,15,"first_half",1045,872,2503,483,1,16
"l3","Exp","rarely","11",4,"AOI3","1","3","3","3",3,24,"second_half",3120,1488,4408,552,1,16
"l3","Exp","rarely","40",4,"AOI3","4","4","3","3",3,26,"second_half",733,542,2190,494,1,16
"l3","Exp","rarely","47",4,"AOI3","2","3","3","3",3,30,"second_half",1557,2305,2286,821,1,16
"l3","Exp","rarely","18",4,"AOI3","2","4","3","3",3,26,"second_half",3953,1159,1754,713,1,16
"l3","Exp","rarely","26",4,"AOI3","3","3","3","3",3,11,"first_half",809,869,1258,1024,1,16
"l3","Exp","rarely","7",4,"AOI3","4","4","3","3",3,23,"second_half",585,579,1561,242,1,16
"l3","Exp","rarely","32",4,"AOI3","2","3","3","3",3,22,"second_half",1801,1288,997,763,1,16
"l3","Exp","never","47",2,"AOI1","1","1","1","1",1,13,"first_half",1042,752,3336,702,1,3
"l3","Exp","never","32",2,"AOI1","1","1","1","1",1,13,"first_half",1279,974,1199,1118,1,3
"l3","Exp","never","40",2,"AOI1","1","1","1","1",1,6,"first_half",1011,553,963,817,1,3
"l3","Exp","never","42",2,"AOI1","1","1","1","1",1,15,"first_half",1302,1832,882,366,1,3
"l3","Exp","never","56",2,"AOI1","1","1","1","1",1,16,"second_half",1063,1103,1128,473,1,3
"l3","Exp","never","11",2,"AOI1","4","2","1","1",1,31,"second_half",1016,1280,2056,1008,1,3
"l3","Exp","never","7",2,"AOI1","1","1","1","1",1,25,"second_half",644,507,1328,1780,1,3
"l3","Exp","never","26",2,"AOI1","4","1","1","1",1,17,"second_half",859,1667,1566,338,1,3
"l3","Exp","never","51",2,"AOI1","2","2","1","1",1,23,"second_half",3871,2169,2280,888,1,3
"l3","Exp","never","38",2,"AOI1","1","3","1","1",1,1,"first_half",4307,2304,3342,1832,1,3
"l3","Exp","never","18",2,"AOI1","1","1","1","1",1,21,"second_half",1518,798,1531,551,1,3
"l3","Exp","never","13",2,"AOI1","1","1","1","1",1,17,"second_half",1686,1390,1200,569,1,3
"l3","Exp","rarely","47",2,"AOI1","4","2","1","1",1,12,"first_half",1069,2136,2754,656,1,4
"l3","Exp","rarely","18",2,"AOI1","2","2","1","1",1,8,"first_half",2305,1448,2612,1104,1,4
"l3","Exp","rarely","40",2,"AOI1","2","2","1","1",1,16,"second_half",829,650,1625,614,1,4
"l3","Exp","rarely","11",2,"AOI1","1","1","1","1",1,32,"second_half",1224,1112,2328,952,1,4
"l3","Exp","rarely","32",2,"AOI1","4","2","1","1",1,1,"first_half",1398,1335,1649,1093,1,4
"l3","Exp","rarely","7",2,"AOI1","1","1","1","1",1,12,"first_half",1360,1754,1824,1148,1,4
"l3","Exp","rarely","51",2,"AOI1","2","2","1","1",1,20,"second_half",2253,868,1705,889,1,4
"l3","Exp","rarely","26",2,"AOI1","3","1","1","1",1,12,"first_half",12254,1391,1147,563,1,4
"l3","Exp","rarely","13",2,"AOI1","1","1","1","1",1,22,"second_half",971,925,1623,460,1,4
"l3","Exp","rarely","38",2,"AOI1","4","4","1","1",1,20,"second_half",812,1082,3406,334,1,4
"l3","Exp","rarely","56",2,"AOI1","3","1","1","1",1,6,"first_half",1218,1478,1436,569,1,4
"l3","Exp","rarely","42",2,"AOI1","1","1","1","1",1,3,"first_half",1620,845,1892,1484,1,4
"l3","Exp","rarely","32",1,"AOI2","2","2","2","2",2,14,"first_half",1125,1029,1295,1135,1,6
"l3","Exp","rarely","42",1,"AOI2","1","1","2","2",2,29,"second_half",983,746,1096,425,1,6
"l3","Exp","rarely","38",1,"AOI2","4","4","2","2",2,17,"second_half",1110,698,2463,398,1,6
"l3","Exp","rarely","40",1,"AOI2","4","2","2","2",2,15,"first_half",1106,1517,1527,650,1,6
"l3","Exp","rarely","51",1,"AOI2","3","2","2","2",2,17,"second_half",2037,1264,1274,722,1,6
"l3","Exp","rarely","56",1,"AOI2","1","1","1","2",2,9,"first_half",2500,747,1137,1289,1,6
"l3","Exp","rarely","26",1,"AOI2","1","1","2","2",2,27,"second_half",961,1371,871,235,1,6
"l3","Exp","rarely","11",1,"AOI2","1","1","2","2",2,28,"second_half",1912,896,1456,1336,1,6
"l3","Exp","rarely","7",1,"AOI2","3","2","2","2",2,6,"first_half",1377,1828,1631,541,1,6
"l3","Exp","rarely","13",1,"AOI2","3","1","2","2",2,7,"first_half",1228,1149,1709,632,1,6
"l3","Exp","rarely","47",1,"AOI2","1","1","2","2",2,14,"first_half",1118,1174,1944,827,1,6
"l3","Exp","rarely","18",1,"AOI2","3","1","1","2",2,10,"first_half",3035,1467,965,1939,1,6
"l3","Exp","usually","56",3,"AOI4","2","4","4","4",4,11,"first_half",600,2123,2996,437,1,5
"l3","Exp","usually","11",3,"AOI4","1","3","4","4",4,25,"second_half",1728,1080,3843,424,1,5
"l3","Exp","usually","13",3,"AOI4","4","4","4","4",4,25,"second_half",1484,738,1088,540,1,5
"l3","Exp","usually","7",3,"AOI4","1","3","3","4",4,10,"first_half",2564,1809,1889,1992,1,5
"l3","Exp","usually","51",3,"AOI4","2","4","4","4",4,27,"second_half",1527,1386,3263,745,1,5
"l3","Exp","usually","26",3,"AOI4","1","3","3","4",4,28,"second_half",828,1013,790,613,1,5
"l3","Exp","usually","18",3,"AOI4","4","4","4","4",4,19,"second_half",2713,1591,1723,565,1,5
"l3","Exp","usually","42",3,"AOI4","3","3","4","4",4,26,"second_half",1430,687,1231,568,1,5
"l3","Exp","usually","32",3,"AOI4","4","4","4","4",4,9,"first_half",1913,926,1938,902,1,5
"l3","Exp","usually","40",3,"AOI4","2","2","3","4",4,25,"second_half",686,578,1468,1156,1,5
"l3","Exp","usually","38",3,"AOI4","3","3","3","4",4,4,"first_half",2428,2444,1428,3872,1,5
"l3","Exp","usually","47",3,"AOI4","1","3","3","4",4,1,"first_half",2762,2195,2755,1220,1,5
"l3","Exp","usually","32",2,"AOI1","2","2","1","1",1,23,"second_half",1625,1029,1425,747,1,7
"l3","Exp","usually","56",2,"AOI1","1","1","1","1",1,15,"first_half",1183,790,1624,568,1,7
"l3","Exp","usually","42",2,"AOI1","4","1","1","1",1,10,"first_half",2428,1370,604,1037,1,7
"l3","Exp","usually","51",2,"AOI1","1","1","1","1",1,8,"first_half",1374,1185,1931,1544,1,7
"l3","Exp","usually","38",2,"AOI1","1","1","1","1",1,21,"second_half",955,914,1742,454,1,7
"l3","Exp","usually","26",2,"AOI1","1","1","1","1",1,23,"second_half",5185,1044,1044,338,1,7
"l3","Exp","usually","13",2,"AOI1","1","1","1","1",1,12,"first_half",1152,781,1808,719,1,7
"l3","Exp","usually","40",2,"AOI1","3","3","1","1",1,31,"second_half",721,518,1410,542,1,7
"l3","Exp","usually","18",2,"AOI1","3","1","1","1",1,27,"second_half",1480,1468,4540,933,1,7
"l3","Exp","usually","47",2,"AOI1","1","1","1","1",1,31,"second_half",2188,794,3273,1008,1,7
"l3","Exp","usually","11",2,"AOI1","3","1","1","1",1,7,"first_half",1616,1120,1048,1544,1,7
"l3","Exp","usually","7",2,"AOI1","3","1","1","1",1,24,"second_half",1156,1550,689,1240,1,7
"l3","Exp","rarely","42",3,"AOI4","1","3","4","4",4,17,"second_half",1864,1094,1257,1046,1,8
"l3","Exp","rarely","26",3,"AOI4","4","4","4","4",4,8,"first_half",859,819,1186,686,1,8
"l3","Exp","rarely","18",3,"AOI4","3","3","4","4",4,9,"first_half",1401,1825,4276,602,1,8
"l3","Exp","rarely","40",3,"AOI4","1","1","4","4",4,14,"first_half",769,614,1868,373,1,8
"l3","Exp","rarely","11",3,"AOI4","1","1","4","4",4,29,"second_half",976,2576,5832,1008,1,8
"l3","Exp","rarely","51",3,"AOI4","1","3","4","4",4,9,"first_half",2306,1368,2026,889,1,8
"l3","Exp","rarely","32",3,"AOI4","4","4","4","4",4,31,"second_half",1406,925,981,701,1,8
"l3","Exp","rarely","56",3,"AOI4","1","3","4","4",4,27,"second_half",894,1419,1569,423,1,8
"l3","Exp","rarely","13",3,"AOI4","3","3","4","4",4,16,"second_half",802,967,1481,636,1,8
"l3","Exp","rarely","38",3,"AOI4","3","3","3","4",4,10,"first_half",805,440,335,2229,1,8
"l3","Exp","rarely","47",3,"AOI4","4","4","4","4",4,21,"second_half",21217,2419,2271,792,1,8
"l3","Exp","rarely","7",3,"AOI4","3","3","3","4",4,20,"second_half",837,495,1396,991,1,8
"l3","Exp","always","40",4,"AOI3","2","2","3","3",3,30,"second_half",685,529,1578,397,1,9
"l3","Exp","always","11",4,"AOI3","3","3","3","3",3,17,"second_half",1208,960,1192,664,1,9
"l3","Exp","always","38",4,"AOI3","3","3","3","3",3,7,"first_half",1511,556,3044,1278,1,9
"l3","Exp","always","51",4,"AOI3","2","3","3","3",3,29,"second_half",1289,1513,1436,581,1,9
"l3","Exp","always","18",4,"AOI3","3","3","3","3",3,4,"first_half",1214,1942,1230,745,1,9
"l3","Exp","always","42",4,"AOI3","1","3","3","3",3,32,"second_half",1309,1987,644,391,1,9
"l3","Exp","always","13",4,"AOI3","1","3","3","3",3,5,"first_half",1943,1529,1928,704,1,9
"l3","Exp","always","47",4,"AOI3","3","3","3","3",3,16,"second_half",1463,1339,1261,731,1,9
"l3","Exp","always","7",4,"AOI3","3","3","3","3",3,27,"second_half",554,1416,518,1369,1,9
"l3","Exp","always","32",4,"AOI3","4","4","3","3",3,15,"first_half",1848,958,1310,934,1,9
"l3","Exp","always","26",4,"AOI3","2","3","3","3",3,25,"second_half",705,840,1136,349,1,9
"l3","Exp","usually","11",4,"AOI3","2","4","4","3",3,1,"first_half",1303,2616,1272,1416,1,10
"l3","Exp","usually","32",4,"AOI3","4","4","3","3",3,28,"second_half",932,877,1054,813,1,10
"l3","Exp","usually","42",4,"AOI3","1","3","3","3",3,6,"first_half",2079,1437,1220,866,1,10
"l3","Exp","usually","13",4,"AOI3","1","3","3","3",3,28,"second_half",1069,996,1483,216,1,10
"l3","Exp","usually","18",4,"AOI3","1","3","3","3",3,24,"second_half",1056,1963,1098,1721,1,10
"l3","Exp","usually","26",4,"AOI3","1","3","3","3",3,1,"first_half",1348,1115,1241,703,1,10
"l3","Exp","usually","56",4,"AOI3","2","3","3","3",3,32,"second_half",1396,1451,1309,1261,1,10
"l3","Exp","usually","7",4,"AOI3","4","4","4","3",3,17,"second_half",876,228,1367,1079,1,10
"l3","Exp","usually","51",4,"AOI3","3","3","3","3",3,22,"second_half",1465,1012,1764,842,1,10
"l3","Exp","usually","38",4,"AOI3","2","3","3","3",3,31,"second_half",510,1150,784,1135,1,10
"l3","Exp","usually","40",4,"AOI3","2","2","3","3",3,9,"first_half",794,638,1794,521,1,10
"l3","Exp","usually","47",4,"AOI3","2","3","4","3",3,19,"second_half",1131,1927,1898,1921,1,10
